datetime,rainfall,waterlevel
2023-08-12 12:28:34,0.52,14.66
2023-08-12 12:28:35,0.71,14.66
2023-08-12 12:28:36,0.94,14.67
2023-08-12 12:28:37,0.78,14.68
2023-08-12 12:28:38,0.14,14.68
2023-08-12 12:28:39,0.14,14.69
2023-08-12 12:28:40,0.50,14.70
2023-08-12 12:28:41,0.67,14.70
2023-08-12 12:28:42,0.20,14.71
2023-08-12 12:28:43,0.23,14.72
2023-08-12 12:28:44,0.21,14.73
2023-08-12 12:28:45,0.01,14.73
2023-08-12 12:28:46,0.23,14.74
2023-08-12 12:28:47,0.95,14.75
2023-08-12 12:28:48,0.97,14.75
2023-08-12 12:28:49,0.77,14.76
2023-08-12 12:28:50,0.15,14.77
2023-08-12 12:28:51,0.91,14.77
2023-08-12 12:28:52,0.61,14.78
2023-08-12 12:28:53,0.29,14.79
2023-08-12 12:28:54,0.13,14.79
2023-08-12 12:28:55,0.98,14.80
2023-08-12 12:28:56,0.36,14.81
2023-08-12 12:28:57,0.47,14.82
2023-08-12 12:28:58,0.39,14.82
2023-08-12 12:28:59,0.61,14.83
2023-08-12 12:29:00,0.03,14.84
2023-08-12 12:29:01,0.88,14.84
2023-08-12 12:29:02,0.21,14.85
2023-08-12 12:29:03,0.46,14.86
2023-08-12 12:29:04,0.85,14.86
2023-08-12 12:29:05,0.57,14.87
2023-08-12 12:29:06,0.77,14.88
2023-08-12 12:29:07,0.86,14.89
2023-08-12 12:29:08,0.79,14.89
2023-08-12 12:29:09,0.19,14.90
2023-08-12 12:29:10,0.60,14.91
2023-08-12 12:29:11,0.03,14.91
2023-08-12 12:29:12,0.44,14.92
2023-08-12 12:29:13,0.64,14.93
2023-08-12 12:29:14,0.78,14.93
2023-08-12 12:29:15,0.37,14.94
2023-08-12 12:29:16,0.99,14.95
2023-08-12 12:29:17,0.40,14.96
2023-08-12 12:29:18,0.22,14.96
2023-08-12 12:29:19,1.00,14.97
2023-08-12 12:29:20,0.04,14.98
2023-08-12 12:29:21,0.79,14.98
2023-08-12 12:29:22,0.98,14.99
2023-08-12 12:29:23,0.34,15.00
2023-08-12 12:29:24,0.15,15.00
2023-08-12 12:29:25,0.36,15.01
2023-08-12 12:29:26,0.27,15.02
2023-08-12 12:29:27,0.33,15.03
2023-08-12 12:29:28,0.07,15.03
2023-08-12 12:29:29,0.28,15.04
2023-08-12 12:29:30,0.74,15.05
2023-08-12 12:29:31,0.76,15.05
2023-08-12 12:29:32,0.75,15.06
2023-08-12 12:29:33,0.35,15.07
2023-08-12 12:29:34,0.06,15.07
2023-08-12 12:29:35,0.18,15.08
2023-08-12 12:29:36,0.16,15.09
2023-08-12 12:29:37,0.82,15.10
2023-08-12 12:29:38,0.21,15.10
2023-08-12 12:29:39,0.24,15.11
2023-08-12 12:29:40,0.30,15.12
2023-08-12 12:29:41,0.45,15.12
2023-08-12 12:29:42,0.04,15.13
2023-08-12 12:29:43,0.70,15.14
2023-08-12 12:29:44,0.99,15.14
2023-08-12 12:29:45,0.62,15.15
2023-08-12 12:29:46,0.11,15.16
2023-08-12 12:29:47,0.34,15.17
2023-08-12 12:29:48,0.41,15.17
2023-08-12 12:29:49,0.86,15.18
2023-08-12 12:29:50,0.75,15.19
2023-08-12 12:29:51,0.23,15.19
2023-08-12 12:29:52,0.23,15.20
2023-08-12 12:29:53,0.72,15.21
2023-08-12 12:29:54,0.16,15.21
2023-08-12 12:29:55,0.50,15.22
2023-08-12 12:29:56,0.48,15.23
2023-08-12 12:29:57,0.35,15.24
2023-08-12 12:29:58,0.26,15.24
2023-08-12 12:29:59,0.23,15.25
2023-08-12 12:30:00,0.34,15.26
2023-08-12 12:30:01,0.07,15.26
2023-08-12 12:30:02,0.67,15.27
2023-08-12 12:30:03,0.08,15.28
2023-08-12 12:30:04,0.74,15.29
2023-08-12 12:30:05,0.56,15.29
2023-08-12 12:30:06,0.29,15.30
2023-08-12 12:30:07,0.75,15.31
2023-08-12 12:30:08,0.92,15.31
2023-08-12 12:30:09,0.36,15.32
2023-08-12 12:30:10,0.83,15.33
2023-08-12 12:30:11,0.30,15.33
2023-08-12 12:30:12,0.35,15.34
2023-08-12 12:30:13,0.02,15.35
2023-08-12 12:30:14,0.37,15.36
2023-08-12 12:30:15,0.09,15.36
2023-08-12 12:30:16,0.08,15.37
2023-08-12 12:30:17,0.07,15.38
2023-08-12 12:30:18,0.97,15.38
2023-08-12 12:30:19,0.80,15.39
2023-08-12 12:30:20,0.84,15.40
2023-08-12 12:30:21,0.81,15.40
2023-08-12 12:30:22,0.60,15.41
2023-08-12 12:30:23,0.86,15.42
2023-08-12 12:30:24,0.35,15.43
2023-08-12 12:30:25,0.41,15.43
2023-08-12 12:30:26,0.92,15.44
2023-08-12 12:30:27,0.48,15.45
2023-08-12 12:30:28,0.39,15.45
2023-08-12 12:30:29,0.81,15.46
2023-08-12 12:30:30,0.84,15.47
2023-08-12 12:30:31,0.89,15.47
2023-08-12 12:30:32,0.55,15.48
2023-08-12 12:30:33,0.11,15.49
2023-08-12 12:30:34,0.79,15.50
2023-08-12 12:30:35,0.98,15.50
2023-08-12 12:30:36,0.86,15.51
2023-08-12 12:30:37,0.26,15.52
2023-08-12 12:30:38,0.54,15.52
2023-08-12 12:30:39,0.35,15.53
2023-08-12 12:30:40,0.72,15.54
2023-08-12 12:30:41,0.59,15.54
2023-08-12 12:30:42,0.74,15.55
2023-08-12 12:30:43,0.99,15.56
2023-08-12 12:30:44,0.30,15.57
2023-08-12 12:30:45,0.04,15.57
2023-08-12 12:30:46,0.20,15.58
2023-08-12 12:30:47,0.06,15.59
2023-08-12 12:30:48,0.55,15.59
2023-08-12 12:30:49,0.82,15.60
2023-08-12 12:30:50,0.43,15.61
2023-08-12 12:30:51,0.20,15.61
2023-08-12 12:30:52,0.25,15.62
2023-08-12 12:30:53,0.17,15.63
2023-08-12 12:30:54,0.24,15.64
2023-08-12 12:30:55,0.95,15.64
2023-08-12 12:30:56,0.27,15.65
2023-08-12 12:30:57,0.58,15.66
2023-08-12 12:30:58,0.61,15.66
2023-08-12 12:30:59,0.88,15.67
2023-08-12 12:31:00,0.66,15.68
2023-08-12 12:31:01,0.12,15.68
2023-08-12 12:31:02,0.98,15.69
2023-08-12 12:31:03,0.61,15.70
2023-08-12 12:31:04,0.33,15.71
2023-08-12 12:31:05,0.18,15.71
2023-08-12 12:31:06,0.52,15.72
2023-08-12 12:31:07,0.18,15.73
2023-08-12 12:31:08,0.05,15.73
2023-08-12 12:31:09,0.84,15.74
2023-08-12 12:31:10,0.70,15.75
2023-08-12 12:31:11,0.38,15.75
2023-08-12 12:31:12,0.38,15.76
2023-08-12 12:31:13,1.00,15.77
2023-08-12 12:31:14,0.58,15.77
2023-08-12 12:31:15,0.20,15.78
2023-08-12 12:31:16,0.71,15.79
2023-08-12 12:31:17,0.65,15.80
2023-08-12 12:31:18,0.10,15.80
2023-08-12 12:31:19,0.79,15.81
2023-08-12 12:31:20,0.60,15.82
2023-08-12 12:31:21,0.05,15.82
2023-08-12 12:31:22,0.37,15.83
2023-08-12 12:31:23,0.58,15.84
2023-08-12 12:31:24,0.37,15.84
2023-08-12 12:31:25,0.24,15.85
2023-08-12 12:31:26,0.60,15.86
2023-08-12 12:31:27,0.13,15.87
2023-08-12 12:31:28,0.98,15.87
2023-08-12 12:31:29,0.46,15.88
2023-08-12 12:31:30,0.13,15.89
2023-08-12 12:31:31,0.67,15.89
2023-08-12 12:31:32,0.21,15.90
2023-08-12 12:31:33,0.70,15.91
2023-08-12 12:31:34,0.68,15.91
2023-08-12 12:31:35,0.36,15.92
2023-08-12 12:31:36,0.22,15.93
2023-08-12 12:31:37,0.30,15.94
2023-08-12 12:31:38,0.12,15.94
2023-08-12 12:31:39,0.19,15.95
2023-08-12 12:31:40,0.96,15.96
2023-08-12 12:31:41,0.28,15.96
2023-08-12 12:31:42,0.91,15.97
2023-08-12 12:31:43,0.58,15.98
2023-08-12 12:31:44,0.43,15.98
2023-08-12 12:31:45,0.25,15.99
2023-08-12 12:31:46,0.64,16.00
2023-08-12 12:31:47,0.32,16.01
2023-08-12 12:31:48,0.28,16.01
2023-08-12 12:31:49,0.29,16.02
2023-08-12 12:31:50,1.00,16.03
2023-08-12 12:31:51,0.30,16.03
2023-08-12 12:31:52,0.51,16.04
2023-08-12 12:31:53,0.77,16.05
2023-08-12 12:31:54,0.84,16.05
2023-08-12 12:31:55,0.40,16.06
2023-08-12 12:31:56,0.41,16.07
2023-08-12 12:31:57,0.92,16.08
2023-08-12 12:31:58,0.56,16.08
2023-08-12 12:31:59,0.56,16.09
2023-08-12 12:32:00,0.71,16.10
2023-08-12 12:32:01,0.28,16.10
2023-08-12 12:32:02,0.81,16.11
2023-08-12 12:32:03,0.99,16.12
2023-08-12 12:32:04,0.34,16.12
2023-08-12 12:32:05,0.04,16.13
2023-08-12 12:32:06,0.82,16.14
2023-08-12 12:32:07,0.00,16.15
2023-08-12 12:32:08,0.29,16.15
2023-08-12 12:32:09,0.86,16.16
2023-08-12 12:32:10,0.84,16.17
2023-08-12 12:32:11,0.13,16.17
2023-08-12 12:32:12,0.13,16.18
2023-08-12 12:32:13,0.28,16.19
2023-08-12 12:32:14,0.69,16.20
2023-08-12 12:32:15,0.62,16.20
2023-08-12 12:32:16,0.17,16.21
2023-08-12 12:32:17,0.35,16.22
2023-08-12 12:32:18,0.56,16.22
2023-08-12 12:32:19,0.99,16.23
2023-08-12 12:32:20,0.18,16.24
2023-08-12 12:32:21,0.51,16.24
2023-08-12 12:32:22,0.11,16.25
2023-08-12 12:32:23,0.29,16.26
2023-08-12 12:32:24,0.96,16.27
2023-08-12 12:32:25,0.89,16.27
2023-08-12 12:32:26,0.40,16.28
2023-08-12 12:32:27,0.34,16.29
2023-08-12 12:32:28,0.82,16.29
2023-08-12 12:32:29,0.97,16.30
2023-08-12 12:32:30,0.07,16.31
2023-08-12 12:32:31,0.26,16.31
2023-08-12 12:32:32,0.31,16.32
2023-08-12 12:32:33,0.69,16.33
2023-08-12 12:32:34,0.70,16.34
2023-08-12 12:32:35,0.23,16.34
2023-08-12 12:32:36,0.41,16.35
2023-08-12 12:32:37,0.71,16.36
2023-08-12 12:32:38,0.95,16.36
2023-08-12 12:32:39,0.65,16.37
2023-08-12 12:32:40,0.01,16.38
2023-08-12 12:32:41,0.58,16.38
2023-08-12 12:32:42,0.20,16.39
2023-08-12 12:32:43,0.71,16.40
2023-08-12 12:32:44,0.00,16.41
2023-08-12 12:32:45,0.14,16.41
2023-08-12 12:32:46,0.24,16.42
2023-08-12 12:32:47,0.33,16.43
2023-08-12 12:32:48,0.05,16.43
2023-08-12 12:32:49,0.31,16.44
2023-08-12 12:32:50,0.22,16.45
2023-08-12 12:32:51,0.88,16.45
2023-08-12 12:32:52,0.11,16.46
2023-08-12 12:32:53,0.61,16.47
2023-08-12 12:32:54,0.31,16.48
2023-08-12 12:32:55,0.34,16.48
2023-08-12 12:32:56,0.29,16.49
2023-08-12 12:32:57,0.22,16.50
2023-08-12 12:32:58,0.67,16.50
2023-08-12 12:32:59,0.27,16.51
2023-08-12 12:33:00,0.59,16.52
2023-08-12 12:33:01,0.60,16.52
2023-08-12 12:33:02,0.24,16.53
2023-08-12 12:33:03,0.33,16.54
2023-08-12 12:33:04,0.27,16.55
2023-08-12 12:33:05,0.07,16.55
2023-08-12 12:33:06,0.36,16.56
2023-08-12 12:33:07,0.21,16.57
2023-08-12 12:33:08,0.99,16.57
2023-08-12 12:33:09,0.77,16.58
2023-08-12 12:33:10,0.65,16.59
2023-08-12 12:33:11,0.52,16.59
2023-08-12 12:33:12,0.74,16.60
2023-08-12 12:33:13,0.87,16.61
2023-08-12 12:33:14,0.11,16.61
2023-08-12 12:33:15,0.60,16.62
2023-08-12 12:33:16,0.12,16.63
2023-08-12 12:33:17,0.94,16.64
2023-08-12 12:33:18,0.99,16.64
2023-08-12 12:33:19,0.72,16.65
2023-08-12 12:33:20,0.52,16.66
2023-08-12 12:33:21,0.12,16.66
2023-08-12 12:33:22,0.27,16.67
2023-08-12 12:33:23,0.69,16.68
2023-08-12 12:33:24,0.10,16.68
2023-08-12 12:33:25,0.88,16.69
2023-08-12 12:33:26,0.82,16.70
2023-08-12 12:33:27,0.77,16.71
2023-08-12 12:33:28,0.99,16.71
2023-08-12 12:33:29,0.36,16.72
2023-08-12 12:33:30,0.90,16.73
2023-08-12 12:33:31,0.87,16.73
2023-08-12 12:33:32,0.12,16.74
2023-08-12 12:33:33,0.72,16.75
2023-08-12 12:33:34,0.81,16.75
2023-08-12 12:33:35,0.40,16.76
2023-08-12 12:33:36,0.06,16.77
2023-08-12 12:33:37,0.71,16.78
2023-08-12 12:33:38,0.92,16.78
2023-08-12 12:33:39,0.30,16.79
2023-08-12 12:33:40,0.68,16.80
2023-08-12 12:33:41,0.54,16.80
2023-08-12 12:33:42,0.14,16.81
2023-08-12 12:33:43,0.33,16.82
2023-08-12 12:33:44,0.47,16.82
2023-08-12 12:33:45,0.28,16.83
2023-08-12 12:33:46,0.39,16.84
2023-08-12 12:33:47,0.58,16.85
2023-08-12 12:33:48,0.63,16.85
2023-08-12 12:33:49,0.90,16.86
2023-08-12 12:33:50,0.87,16.87
2023-08-12 12:33:51,0.75,16.87
2023-08-12 12:33:52,0.55,16.88
2023-08-12 12:33:53,0.60,16.89
2023-08-12 12:33:54,0.80,16.89
2023-08-12 12:33:55,0.46,16.90
2023-08-12 12:33:56,0.03,16.91
2023-08-12 12:33:57,0.57,16.92
2023-08-12 12:33:58,0.06,16.92
2023-08-12 12:33:59,0.83,16.93
2023-08-12 12:34:00,0.85,16.94
2023-08-12 12:34:01,0.45,16.94
2023-08-12 12:34:02,0.54,16.95
2023-08-12 12:34:03,0.77,16.96
2023-08-12 12:34:04,0.73,16.96
2023-08-12 12:34:05,0.17,16.97
2023-08-12 12:34:06,0.57,16.98
2023-08-12 12:34:07,0.58,16.99
2023-08-12 12:34:08,0.30,16.99
